['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x1071315325156412153152310102159007951141211110', '0x0501621925', '翔港科技', '737570R8NXR99FX', '万达信息', '7324609HBLXQ8M9', '2020-11-06 10:45:44', '增值税发票', '12.37%', 916, 36009, 36925, 3, 4, '6kg', 1604630744033624100, '0x21298381113851461281115']
['0x161405011150913912145310351310141413121548327', '0x0957182338', '汇通能源', '738253SK8AWND94', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:44', '普通发票', '16.91%', 114, 21338, 21452, 4, 3, '11kg', 1604630744033624100, '0x14214710531311151148582']
['0x11131411106102100131597426514681841515720084', '0x7731559786', '元祖股份', '737965JLDF6SY40', '上海瀚讯', '7388580KH1G8XC2', '2020-11-06 10:45:44', '普通发票', '19.78%', 771, 28527, 29298, 4, 4, '11kg', 1604630744033624100, '0x21365998611101492097']
['0x1461729129140509101082152091366159058806', '0x7887925542', '汇通能源', '738253SK8AWND94', '润欣科技', '739937L6YA0SRD0', '2020-11-06 10:45:44', '增值税发票', '15.83%', 885, 34260, 35145, 2, 3, '3kg', 1604630744033624100, '0x13510111315150207615529']
['0x60154464511112032029101461583132714288153', '0x2048227025', '荣泰健康', '738436M2RVGKFIX', '上海临港', '733845U5RN6RSK5', '2020-11-06 10:45:44', '普通发票', '18.29%', 515, 73220, 73735, 4, 4, '11kg', 1604630744033624100, '0x1741410215014111212514915']
['0x766611111145510921229141701464112116191104', '0x9935084531', '中国太保', '7328842Q69Q0QJ1', '中国海诚', '739272L15GREYJ8', '2020-11-06 10:45:44', '增值税发票', '12.65%', 849, 102250, 103099, 3, 1, '6kg', 1604630744033624100, '0x215657151512314581510312']
['0x11571214310431371131012118121298111306015314929', '0x0661947118', '振华重工', '7304037HH6A8XM6', '协鑫集成', '73665460YTH5UA1', '2020-11-06 10:45:44', '增值税发票', '13.6%', 582, 94971, 95553, 1, 2, '10kg', 1604630744033624100, '0x135151212311315312803714']
['0x15812146615141413151571224215231311011130622812', '0x1663042421', '二三四五', '733586OLXQYVX56', '上柴股份', '730422AT9W1L2MX', '2020-11-06 10:45:44', '专业发票', '14.4%', 610, 62253, 62863, 2, 1, '3kg', 1604630744033624100, '0x14117018391113131513814']
['0x30221257792113431114145101168514157151127910', '0x4473241406', '上海机电', '739017PGDOY03Y9', '申达股份', '737110Q6DR3E6J8', '2020-11-06 10:45:44', '增值税发票', '13.72%', 429, 99312, 99741, 1, 3, '8kg', 1604630744033624100, '0x315149131500139210102411']
['0x101510127561061015691312148412121121210148687311', '0x0784015660', '聚辰股份', '7319047HA2DM8U0', '富瀚微', '731294241FWESA8', '2020-11-06 10:45:44', '增值税发票', '11.1%', 216, 18366, 18582, 4, 1, '11kg', 1604630744033624100, '0x5714213881320511411121']
['0x5111111425914771413131415913109211981501515101569', '0x4244390600', '中远海科', '7308634W22HY8N6', '晶丰明源', '7347372A9BX0IL4', '2020-11-06 10:45:44', '专业发票', '13.74%', 822, 33947, 34769, 2, 3, '1kg', 1604630744034606300, '0x156281115481071974']
['0x5157510625561220111073611684150141810119155', '0x3678505340', '第一医药', '737108YSYJGYHQX', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '普通发票', '20.0%', 523, 84131, 84654, 3, 2, '5kg', 1604630744034606300, '0x0478233149512514141413']
['0x29129121051312135613128121494514214061361230510', '0x3972577302', '上海石化', '73810463XNW9XX5', '豫园股份', '731065Y3GK86NS1', '2020-11-06 10:45:44', '专业发票', '18.54%', 128, 83155, 83283, 1, 4, '9kg', 1604630744034606300, '0x713142771446050145']
['0x1530061510829146121710411303504201314610', '0x1592952797', '雅运股份', '7320064G5K6KY09', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:44', '增值税发票', '16.16%', 827, 18512, 19339, 1, 2, '8kg', 1604630744034606300, '0x783110161029131514068']
['0x4611171061591517754144110318124113157247', '0x2379987724', '优刻得', '734884BPHUJYY37', '昂立教育', '7314705HCSPI4H6', '2020-11-06 10:45:44', '专业发票', '19.19%', 250, 55289, 55539, 1, 2, '11kg', 1604630744034606300, '0x661101581513731021141']
['0x11415103088412017731121233106102878841315', '0x7182082809', '汇得科技', '733768RX5OM53Q3', '中视传媒', '7332881UDWYQ6G5', '2020-11-06 10:45:44', '增值税发票', '18.36%', 1099, 56311, 57410, 4, 2, '1kg', 1604630744034606300, '0x81211664511117149441313']
['0x010501102716118975101021117312151161113108614', '0x4891514166', '上海九百', '731115X7YEW5BL0', '上海钢联', '7399005G79UCVY8', '2020-11-06 10:45:44', '普通发票', '16.8%', 600, 76257, 76857, 2, 1, '1kg', 1604630744034606300, '0x51451205131330611788']
['0x8111215135261112111015315014412101210121501558610111', '0x6428131333', '彤程新材', '731981CVVT1FH75', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:44', '专业发票', '17.73%', 277, 19991, 20268, 3, 1, '9kg', 1604630744034606300, '0x848286375102121313315']
['0x1017103107121121210125969126139811452736468', '0x4993875633', 'ST爱旭', '734249EH6KSNYS4', '天永智能', '735398PI8IM35V2', '2020-11-06 10:45:44', '专业发票', '15.72%', 155, 62511, 62666, 3, 3, '4kg', 1604630744034606300, '0x6101295413131541241501415']
['0x1314139213109313913128120141240115714147210783', '0x4188479006', '华培动力', '7350244DDXJMB98', '宏和科技', '733827SG9M9USLX', '2020-11-06 10:45:44', '增值税发票', '13.01%', 803, 30039, 30842, 1, 1, '11kg', 1604630744034606300, '0x2858111306111871341513']
['0x042460013014810121212158131212140241321213981', '0x6824181097', '振华重工', '7304037HH6A8XM6', '柘中股份', '737417TS3T23JK9', '2020-11-06 10:45:44', '普通发票', '11.81%', 1070, 52726, 53796, 4, 1, '7kg', 1604630744034606300, '0x71597133115014051549']
['0x11120110743081377731551023901313313965714', '0x3094521011', '柏楚电子', '7388021KSTN0P29', '汉钟精机', '731305KG24YXJG9', '2020-11-06 10:45:44', '增值税发票', '19.81%', 1036, 15713, 16749, 3, 1, '2kg', 1604630744035272600, '0x59155781313152144414133']
['0x3661214711914110311045917101211911031213301312', '0x8162565139', '海立股份', '734075SM23UXDT4', '上海机电', '739017PGDOY03Y9', '2020-11-06 10:45:44', '增值税发票', '14.44%', 1032, 62434, 63466, 4, 2, '3kg', 1604630744035272600, '0x8153314611110012131081013']
['0x1562310629615514331058801212811665968490', '0x5992062078', '老凤祥', '731697K29NY5VX7', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:44', '增值税发票', '19.61%', 437, 61225, 61662, 2, 3, '6kg', 1604630744035272600, '0x043111071121183127452']
['0x41251531512322210514151433010139118761502102', '0x5870138481', '海通证券', '734316Y2KXBNEDX', '三爱富', '731154VB73S8NY0', '2020-11-06 10:45:44', '专业发票', '18.81%', 877, 43965, 44842, 1, 3, '11kg', 1604630744035482400, '0x14801081012131511147111077']
['0x15392141874966991275615637510101011014141010', '0x2124147406', '雪榕生物', '739077CX5TMVOF3', '网宿科技', '7337180P2X6PUS6', '2020-11-06 10:45:44', '专业发票', '16.69%', 199, 78595, 78794, 1, 2, '6kg', 1604630744035482400, '0x415249777120413913512']
['0x913148101269141330151313501130843123814856', '0x8491060042', '移为通信', '739030WXYQWLBF3', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:44', '普通发票', '14.78%', 136, 56688, 56824, 2, 2, '2kg', 1604630744035482400, '0x8921369370141282100']
['0x1552420112554151013311604116160912132157136', '0x4809657265', '申联生物', '730146LCBBRPNT6', '申通地铁', '730357EIH33KLVX', '2020-11-06 10:45:44', '专业发票', '14.09%', 563, 84175, 84738, 2, 2, '9kg', 1604630744035482400, '0x8884137151561201001185']
['0x894561131215147021213128281314770812623771', '0x5142608000', '中曼石油', '738369IQBCPQ8Y3', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:44', '专业发票', '19.76%', 698, 86562, 87260, 3, 2, '11kg', 1604630744035482400, '0x315528108111410121221132']
['0x414513554154631615213152100133146131410611356', '0x1771251609', '航天机电', '733046K6PK2SFB4', '云赛智联', '733225S2NFVR7W6', '2020-11-06 10:45:44', '普通发票', '13.16%', 179, 50694, 50873, 3, 2, '9kg', 1604630744035482400, '0x09371030714313781538']
['0x9137101569671097153012117156148173251413101113', '0x2730059226', '纳尔股份', '7369379YTKT4QD1', '网宿科技', '7337180P2X6PUS6', '2020-11-06 10:45:44', '增值税发票', '14.34%', 479, 85731, 86210, 3, 3, '4kg', 1604630744035482400, '0x81526367972525159']
['0x497001279145641384762139121166207271156', '0x3108413981', '新世界', '735041XLVYVCLT7', '大众交通', '733492JTWEWF2Y1', '2020-11-06 10:45:44', '增值税发票', '16.09%', 602, 39814, 40416, 1, 2, '5kg', 1604630744035987400, '0x0471210951313601315733']
['0x43113521371511311641513251014151331207141583', '0x9459328003', '网宿科技', '7337180P2X6PUS6', '摩恩电气', '735324TP9IO6X53', '2020-11-06 10:45:44', '普通发票', '12.02%', 264, 62415, 62679, 1, 3, '2kg', 1604630744035987400, '0x401512341341511151314014']
['0x29159110012901513155397117141011511312071427', '0x1764650159', '科华生物', '734551HGHYFPFA1', '华平股份', '7348944KPNEPFY7', '2020-11-06 10:45:44', '普通发票', '16.87%', 537, 99555, 100092, 1, 1, '2kg', 1604630744035987400, '0x1100141502114811711129']
['0x69547111211491210335410154011491041401014638', '0x0068667237', 'ST游久', '734494GFE9MASR1', '上海机场', '736805HWF9QNNC5', '2020-11-06 10:45:44', '专业发票', '12.49%', 767, 10161, 10928, 3, 4, '8kg', 1604630744035987400, '0x1413912192139628122137']
['0x132947100412154142121484113556672105102345', '0x9667999011', '全筑股份', '733576F5SD6NC45', '飞科电器', '734492OBVOW2BE8', '2020-11-06 10:45:44', '普通发票', '16.82%', 169, 60925, 61094, 3, 4, '3kg', 1604630744035987400, '0x90139116046510051112']
['0x1565709156721713212141531496124311551158910', '0x6778225140', '上海梅林', '730115CTYLL1220', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:44', '增值税发票', '13.95%', 534, 76368, 76902, 3, 2, '7kg', 1604630744035987400, '0x5311111211191215151212789']
['0x3251212117971331013413711615097221009110363', '0x8218611535', '荣丰控股', '737462HU9S9DTV8', '光明地产', '734710V7233GV56', '2020-11-06 10:45:44', '普通发票', '16.49%', 713, 79159, 79872, 4, 1, '7kg', 1604630744035987400, '0x13641585143144014121215']
['0x10388684275511357946108211621162101414124', '0x5747167279', '海通证券', '734316Y2KXBNEDX', '中国太保', '7328842Q69Q0QJ1', '2020-11-06 10:45:44', '增值税发票', '13.59%', 203, 89318, 89521, 1, 3, '7kg', 1604630744035987400, '0x75145141424010141228156']
['0x12508241291011307151011755413156848141115114', '0x5434524036', '汇通能源', '738253SK8AWND94', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:44', '增值税发票', '17.82%', 276, 70395, 70671, 3, 2, '4kg', 1604630744035987400, '0x2955301041514631415912']
['0x1113411111114115131582014221551119471061211532', '0x6968159819', '来伊份', '731694UVDB318EX', '安诺其', '7398825GAOGR6R5', '2020-11-06 10:45:44', '专业发票', '17.31%', 878, 44240, 45118, 3, 4, '8kg', 1604630744035987400, '0x1114214561514628413563']
['0x569210015911146135210970979189106134220', '0x2965216454', '沃施股份', '739108USVBJMV83', '上海家化', '737825I51MLRB77', '2020-11-06 10:45:44', '增值税发票', '16.5%', 659, 53679, 54338, 4, 3, '4kg', 1604630744035987400, '0x1351134147101110151371024']
['0x8114811710615143131381511712208156117813411712', '0x2944116248', '安硕信息', '739758Q85U0J5T6', '中远海发', '734338ULCG7TM33', '2020-11-06 10:45:44', '普通发票', '11.06%', 524, 12931, 13455, 3, 1, '11kg', 1604630744035987400, '0x1012111310105645581995']
['0x2931513129210155101481420715133461411251015151212', '0x2142014773', '中银证券', '739207FMHXVL3C4', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:44', '普通发票', '18.51%', 254, 49162, 49416, 3, 2, '4kg', 1604630744035987400, '0x101214148531460150134210']
['0x71190837012138713121812101572690811134121', '0x1056081720', '宏和科技', '733827SG9M9USLX', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:44', '普通发票', '13.66%', 856, 85953, 86809, 3, 4, '9kg', 1604630744035987400, '0x681115111119028553715']
['0x76254637261141448101032151010011315761201', '0x0855823646', '海得控制', '736059BSIW8FX25', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:44', '普通发票', '15.29%', 457, 58907, 59364, 2, 3, '5kg', 1604630744035987400, '0x911152143221141514314154']
['0x110291431162211955915197158471151415121357', '0x2040185491', '上海石化', '73810463XNW9XX5', '豫园股份', '731065Y3GK86NS1', '2020-11-06 10:45:44', '普通发票', '12.2%', 320, 46040, 46360, 2, 4, '8kg', 1604630744035987400, '0x1112251414615612643459']
['0x141108110131402210381521111101214961441473915', '0x2944574460', '畅联股份', '735690Q7MIUXB64', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:44', '专业发票', '15.5%', 496, 14795, 15291, 3, 3, '10kg', 1604630744035987400, '0x35398390115512132111']
['0x012331210111331515921051071515214601215581468', '0x4676614603', '海利生物', '736779TB2F4YC93', '浦东建设', '738720DNQRDAFL6', '2020-11-06 10:45:44', '普通发票', '16.51%', 410, 36770, 37180, 3, 3, '6kg', 1604630744036993100, '0x142013123890159913815']
['0x310829132131514111915810110101515421146120682', '0x9930421663', '元祖股份', '737965JLDF6SY40', '交运股份', '7360014M44J7WJ2', '2020-11-06 10:45:44', '专业发票', '19.34%', 462, 55025, 55487, 1, 2, '6kg', 1604630744036993100, '0x51510111510135894271550']
['0x235714021288551413613915910770029856114', '0x8690839911', '上海莱士', '738228RGSDL42H5', '交通银行', '736776U6SW94297', '2020-11-06 10:45:44', '增值税发票', '15.85%', 746, 33916, 34662, 4, 1, '1kg', 1604630744036993100, '0x1311171521061114144715113']
['0x1031104111312330810315120141055131241152919615', '0x8281682034', '普元信息', '7359276QNU45K35', '创力集团', '735457QC618NR54', '2020-11-06 10:45:44', '增值税发票', '19.81%', 548, 61268, 61816, 3, 1, '2kg', 1604630744036993100, '0x1115511113510148151522']
['0x5214911122964131111551210131210128149145714152215', '0x9202600795', '百联股份', '733459OUGAJ3EC1', '昂立教育', '7314705HCSPI4H6', '2020-11-06 10:45:44', '普通发票', '11.07%', 324, 37461, 37785, 2, 4, '1kg', 1604630744036993100, '0x102714151258112108111148']
['0x310109212141111148131172141015602110131951491416', '0x5146177372', '泛微网络', '7364413YLO78W85', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:44', '专业发票', '19.52%', 850, 95804, 96654, 4, 3, '4kg', 1604630744036993100, '0x1465134102641215014113']
['0x010613510121382121501711136817118144615511572', '0x8074971128', '日播时尚', '737677E8S3MAXTX', '紫江企业', '735474V8WSKU8M0', '2020-11-06 10:45:44', '增值税发票', '10.86%', 681, 21290, 21971, 2, 2, '10kg', 1604630744036993100, '0x43531073841491113464']
['0x128913313111251564153430130714149115109151411112', '0x8346726624', '东方财富', '7373367NFM873UX', '雪榕生物', '739077CX5TMVOF3', '2020-11-06 10:45:44', '普通发票', '14.23%', 325, 29685, 30010, 2, 4, '5kg', 1604630744036993100, '0x0101113305491513105133']
['0x1011513713014708131010281309140896262311432', '0x2552521460', '网宿科技', '7337180P2X6PUS6', '光明乳业', '733392XGO2IXJC1', '2020-11-06 10:45:44', '普通发票', '16.13%', 581, 96907, 97488, 3, 4, '4kg', 1604630744036993100, '0x791711115871311212286']
['0x10125003100151061310141313981132112124156154714', '0x5886707730', '海欣股份', '735730MIQ0ALLJ4', '龙宇燃油', '7306245UDIIST56', '2020-11-06 10:45:44', '普通发票', '15.35%', 563, 31404, 31967, 4, 3, '11kg', 1604630744036993100, '0x3831211412127661014852']
['0x75741012562413021201443878070314520114', '0x3640793299', '上海天洋', '733441WIOMYM9S4', '水星家纺', '737158JDC38B944', '2020-11-06 10:45:44', '专业发票', '19.47%', 701, 17059, 17760, 2, 1, '7kg', 1604630744036993100, '0x9041414129552121526129']
['0x438311811389136141315715155762310151018154815', '0x4196688105', '招商轮船', '736591EPX2ELQE9', '浦发银行', '735682D7BKUIP00', '2020-11-06 10:45:44', '增值税发票', '14.51%', 259, 68617, 68876, 4, 3, '7kg', 1604630744036993100, '0x314112192214101474646']
['0x811711711480461315150102131310111215991513142114', '0x9181060376', '璞泰来', '7347026SMUGEPV1', '荣丰控股', '737462HU9S9DTV8', '2020-11-06 10:45:44', '专业发票', '19.24%', 903, 70820, 71723, 1, 1, '4kg', 1604630744036993100, '0x2101879015284335120']
['0x121513143713166772151013301112240291311140070', '0x2031226020', '百润股份', '735114V6OYDWAJX', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:44', '专业发票', '16.42%', 798, 48482, 49280, 3, 2, '4kg', 1604630744036993100, '0x691210147085136122159']
['0x14413512115628412328508175135615081517912', '0x4136873395', '新文化', '732516K86BH9EY0', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:44', '增值税发票', '17.05%', 817, 50905, 51722, 3, 3, '8kg', 1604630744036993100, '0x13171013414151905943']
['0x40141469212122213107612595390152510152854', '0x5379640170', '顺灏股份', '738962FEXP7C5E0', '康德莱', '736309QM2GOYVD5', '2020-11-06 10:45:44', '增值税发票', '13.08%', 857, 11477, 12334, 1, 2, '4kg', 1604630744036993100, '0x10291414543515105101101']
['0x425129159111521311712178813301341148810614513', '0x6279312661', '克来机电', '731077BFO5WFVE0', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:44', '普通发票', '12.82%', 742, 77051, 77793, 3, 3, '1kg', 1604630744037993300, '0x13101127111111021110971010']
['0x131315111221345611111079394151571359141412121579', '0x2273422917', '美迪西', '73565890PDDO093', '二三四五', '733586OLXQYVX56', '2020-11-06 10:45:44', '普通发票', '13.58%', 1014, 104096, 105110, 4, 4, '6kg', 1604630744037993300, '0x36111211410971079146213']
['0x1415492025316213188123912111512101031212145214', '0x5607093109', '上港集团', '730093PMES3ICQ8', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:44', '普通发票', '10.23%', 176, 66704, 66880, 1, 2, '8kg', 1604630744037993300, '0x74146120056821370117']
