['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x51714125311411975131271461021339081167141542', '0x9084027455', '美邦服饰', '734878VQ2382VF6', '交运股份', '7360014M44J7WJ2', '2020-11-06 10:45:43', '普通发票', '11.08%', 350, 18122, 18472, 1, 3, '11kg', 1604630743924264500, '0x089315146240311310210']
['0x81510154115451336961010146411115131410005156', '0x6612676874', '交运股份', '7360014M44J7WJ2', '爱婴室', '7341497UIITXW01', '2020-11-06 10:45:43', '普通发票', '14.76%', 142, 17980, 18122, 3, 3, '11kg', 1604630743924264500, '0x08155136415141415133178']
['0x12151235138014412791113141571511181215153610123614', '0x1341078176', '中化国际', '739874L8BDK4J56', '第一医药', '737108YSYJGYHQX', '2020-11-06 10:45:43', '增值税发票', '14.68%', 881, 16598, 17479, 2, 1, '10kg', 1604630743924264500, '0x10134801014141212138313914']
['0x667447013100714947089913151577601110135136', '0x7238210941', '康德莱', '736309QM2GOYVD5', '上海瀚讯', '7388580KH1G8XC2', '2020-11-06 10:45:43', '专业发票', '18.39%', 802, 46265, 47067, 1, 3, '4kg', 1604630743924264500, '0x31015310451690125827']
['0x15120210111073370102119494641515613310251211', '0x4405653944', '巴安水务', '734156KOPSU5JQ5', '上港集团', '730093PMES3ICQ8', '2020-11-06 10:45:43', '专业发票', '16.94%', 996, 43450, 44446, 1, 1, '8kg', 1604630743924264500, '0x71351478781011109014010']
['0x77627156939213412311501212125213143154121514', '0x6252367844', '上海临港', '733845U5RN6RSK5', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:43', '普通发票', '15.95%', 1059, 40432, 41491, 4, 2, '9kg', 1604630743924264500, '0x561131541510688152410']
['0x12291437101228453881481215321115121010487711', '0x6160088464', '密尔克卫', '7397406M1NT7QR0', '昂立教育', '7314705HCSPI4H6', '2020-11-06 10:45:43', '增值税发票', '14.64%', 128, 65321, 65449, 3, 1, '11kg', 1604630743924264500, '0x322149160501371514010']
['0x293896571011141014114122521811314211120111440', '0x1258367237', '开能健康', '732671A9RD43Q7X', '上海沪工', '735445NUVO6HK44', '2020-11-06 10:45:43', '专业发票', '15.25%', 1051, 22295, 23346, 4, 2, '1kg', 1604630743925264500, '0x1310305811021091481506']
['0x07181963414258120130121585251210141113121211', '0x6520475048', '丰华股份', '739994PMBILTC41', 'ST游久', '734494GFE9MASR1', '2020-11-06 10:45:43', '专业发票', '12.15%', 493, 36697, 37190, 2, 4, '6kg', 1604630743925264500, '0x000131415102141041353613']
['0x9310414110543835122102213137214012280125', '0x1104070325', '风语筑', '7361005EPY6I8A9', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:43', '增值税发票', '12.26%', 846, 48811, 49657, 1, 2, '7kg', 1604630743925264500, '0x151329126131121415109810']
['0x55891415030142995121401593155901064167114', '0x4690002596', '金桥信息', '734241B9GRK34C8', '晶丰明源', '7347372A9BX0IL4', '2020-11-06 10:45:43', '增值税发票', '14.87%', 645, 62305, 62950, 2, 3, '11kg', 1604630743925264500, '0x113814147105740592121']
['0x151557842101212341211714141091041153110092803', '0x9545593748', '神奇制药', '738595P09I2CIP8', '来伊份', '731694UVDB318EX', '2020-11-06 10:45:43', '专业发票', '13.51%', 955, 104187, 105142, 2, 1, '8kg', 1604630743925264500, '0x314907714912529125']
['0x387129721312213101210423107221313126471488158', '0x9226226966', '中国太保', '7328842Q69Q0QJ1', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '专业发票', '19.28%', 985, 63112, 64097, 3, 1, '5kg', 1604630743925264500, '0x1126564151098101551226']
['0x141593010303411446159133613141511271411571423', '0x9010897338', '耀皮玻璃', '73145750J4TIA14', '大名城', '731979HS4YE90X5', '2020-11-06 10:45:43', '普通发票', '16.45%', 521, 16090, 16611, 2, 2, '2kg', 1604630743925264500, '0x125585515389386451']
['0x990737124373712321588110106151411110954812', '0x9351693524', '上海石化', '73810463XNW9XX5', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:43', '增值税发票', '13.27%', 767, 39463, 40230, 1, 2, '5kg', 1604630743925264500, '0x11101212981615111337414']
['0x1010091322988414268141213671496151191211157511', '0x7204004062', '雅运股份', '7320064G5K6KY09', '悦心健康', '7342506SXUSOGI0', '2020-11-06 10:45:43', '普通发票', '11.58%', 841, 76153, 76994, 3, 4, '2kg', 1604630743925264500, '0x571246105815241545512']
['0x121115314271330111012211451541131877781469117', '0x6756116570', '三爱富', '731154VB73S8NY0', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '专业发票', '16.59%', 446, 34321, 34767, 2, 4, '4kg', 1604630743925264500, '0x27131255136109114013136']
['0x485415134131501159915755914101091441010314911', '0x4579549133', '神开股份', '736219HEXL3WNW6', '界龙实业', '737656V70L17144', '2020-11-06 10:45:43', '专业发票', '15.34%', 528, 65774, 66302, 4, 3, '11kg', 1604630743925264500, '0x51297001313203116101312']
['0x141393615111131231315156164185145102121150138', '0x1616821826', '璞泰来', '7347026SMUGEPV1', '普丽盛', '734644GG33N5XB2', '2020-11-06 10:45:43', '专业发票', '19.74%', 856, 67937, 68793, 4, 4, '8kg', 1604630743925264500, '0x125224311111513108383']
['0x383157140151151050100149111137121257141411664', '0x1855885968', '璞泰来', '7347026SMUGEPV1', '三爱富', '731154VB73S8NY0', '2020-11-06 10:45:43', '增值税发票', '16.91%', 416, 79820, 80236, 4, 2, '8kg', 1604630743925264500, '0x2133131114271311591191']
['0x479321301189289134413381012814214120210901', '0x2316901618', '申达股份', '737110Q6DR3E6J8', '海通证券', '734316Y2KXBNEDX', '2020-11-06 10:45:43', '增值税发票', '12.07%', 183, 56975, 57158, 4, 1, '2kg', 1604630743925264500, '0x13211011415113560814']
['0x15664113013151141426293158915810611315153829', '0x0526524684', '康德莱', '736309QM2GOYVD5', '威派格', '732934IEPT3VCR2', '2020-11-06 10:45:43', '专业发票', '14.35%', 857, 18253, 19110, 2, 1, '5kg', 1604630743926261000, '0x679214080149121591329']
['0x310668101410501151531314120415121513947131122', '0x3545361692', '世茂股份', '739529HJRYA7T44', '上海天洋', '733441WIOMYM9S4', '2020-11-06 10:45:43', '增值税发票', '11.78%', 469, 52284, 52753, 1, 4, '3kg', 1604630743926261000, '0x117611116511511746475']
['0x301414119101714125712131525398601292041401', '0x9734016292', '汇得科技', '733768RX5OM53Q3', '浦东金桥', '733574U9OE1OFX4', '2020-11-06 10:45:43', '增值税发票', '11.39%', 539, 27195, 27734, 4, 2, '9kg', 1604630743926261000, '0x34281119185315157150']
['0x12610870112153051303114150814712139415161212', '0x8953167257', '神开股份', '736219HEXL3WNW6', '飞凯材料', '734989THUOVL9R4', '2020-11-06 10:45:43', '专业发票', '13.34%', 890, 80434, 81324, 4, 3, '6kg', 1604630743926261000, '0x157144142139612981315512']
['0x11101557221014577382449133031096121137', '0x8804557534', '爱普股份', '7385691CXW3L5B6', '方正科技', '7395081WWPAFYX7', '2020-11-06 10:45:43', '专业发票', '12.7%', 113, 28148, 28261, 2, 2, '7kg', 1604630743926261000, '0x61411912761410153411816']
['0x142151113202731412601501349210151560013631513', '0x0345645652', '永利股份', '738082QB080WVA3', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:43', '普通发票', '12.92%', 124, 64172, 64296, 3, 4, '3kg', 1604630743926261000, '0x108100755013211984115']
['0x314410912232842512119388661411214151027910', '0x1799125507', '上海梅林', '730115CTYLL1220', '上工申贝', '734630V36POYMC2', '2020-11-06 10:45:43', '专业发票', '12.46%', 291, 23880, 24171, 1, 1, '5kg', 1604630743926261000, '0x33115151314813875301213']
['0x121551011249351301341271411513116512196051511', '0x3698165172', 'ST富控', '73114966NG61T88', '美邦服饰', '734878VQ2382VF6', '2020-11-06 10:45:43', '普通发票', '19.21%', 787, 70927, 71714, 3, 2, '6kg', 1604630743926765300, '0x01491014106971371415759']
['0x111412107147315131551052131469568140814915729', '0x8679604968', '百润股份', '735114V6OYDWAJX', '安诺其', '7398825GAOGR6R5', '2020-11-06 10:45:43', '专业发票', '14.89%', 843, 13217, 14060, 1, 3, '8kg', 1604630743926789700, '0x441131210121451310151503']
['0x111559648612129612231413915841166351491614', '0x9348952007', '华谊集团', '734111DBL850569', '金桥信息', '734241B9GRK34C8', '2020-11-06 10:45:43', '增值税发票', '13.34%', 565, 37009, 37574, 2, 4, '2kg', 1604630743926789700, '0x801981595148113611101']
['0x9615488743130705323415111604151912121530', '0x0824825909', '上海瀚讯', '7388580KH1G8XC2', '泛微网络', '7364413YLO78W85', '2020-11-06 10:45:43', '专业发票', '16.68%', 825, 71890, 72715, 3, 4, '7kg', 1604630743926789700, '0x316395761376084112']
['0x15152109675341474714147006131113261514711859', '0x3855724709', '浦东金桥', '733574U9OE1OFX4', '宏和科技', '733827SG9M9USLX', '2020-11-06 10:45:43', '增值税发票', '11.61%', 434, 45435, 45869, 2, 2, '2kg', 1604630743926789700, '0x6409143015810154251414']
['0x111151111213210791527211615115010002102814258', '0x3401615930', '卫宁健康', '735980FGEJ72SC0', '上海机电', '739017PGDOY03Y9', '2020-11-06 10:45:43', '普通发票', '15.28%', 347, 85557, 85904, 1, 4, '3kg', 1604630743926789700, '0x131142141310157101141414']
['0x101086131411613116971305531130614501351311113', '0x4409024599', '益民集团', '732763O7Y67XYV6', '博通集成', '738070D71LJHAB5', '2020-11-06 10:45:43', '专业发票', '19.52%', 537, 14283, 14820, 2, 1, '5kg', 1604630743926789700, '0x1961111572971790013']
['0x64550799814871141313280129891461521552127', '0x2880595799', 'ST中安', '737455LFIPCUEE4', '上海亚虹', '730749V2MF4FUD7', '2020-11-06 10:45:43', '专业发票', '17.71%', 979, 105876, 106855, 1, 3, '7kg', 1604630743926789700, '0x21410281561158111213129']
['0x9114132251382925391341211496710131011257107', '0x5615342919', '置信电气', '7334654QCYJT384', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:43', '普通发票', '15.76%', 205, 75934, 76139, 2, 3, '8kg', 1604630743927294200, '0x301154412127412092155']
['0x0210101121481162321112145414210811121411012157120', '0x3774757961', '汇得科技', '733768RX5OM53Q3', '益民集团', '732763O7Y67XYV6', '2020-11-06 10:45:43', '普通发票', '17.37%', 696, 41371, 42067, 4, 3, '9kg', 1604630743927294200, '0x151109151134151391341050']
['0x111219124627141202862121032911786514210443', '0x1410861264', '龙头股份', '7385455PA15XTF1', 'ST毅达', '736531RDEPB2K05', '2020-11-06 10:45:43', '增值税发票', '10.89%', 1074, 50951, 52025, 2, 3, '3kg', 1604630743927294200, '0x91511121311814613142137']
['0x841113361205101511483131121537215260039592', '0x8674806739', '外高桥', '731535U96US9ER7', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:43', '专业发票', '10.31%', 839, 39734, 40573, 2, 3, '4kg', 1604630743927294200, '0x1218131521286151420868']
['0x2126108139495915641572132131461513134415991412', '0x9345734826', '上海新阳', '730561WBXHCUJ4X', '龙韵股份', '7376418DYMUPCKX', '2020-11-06 10:45:43', '普通发票', '16.01%', 240, 39608, 39848, 1, 3, '9kg', 1604630743927294200, '0x1339811253139613116143']
['0x9141315431210601581313121710145102111561015179', '0x9342766527', '保隆科技', '731114ANPJPBH71', '华平股份', '7348944KPNEPFY7', '2020-11-06 10:45:43', '专业发票', '12.91%', 1094, 32154, 33248, 4, 2, '10kg', 1604630743927294200, '0x15881124312153978329']
['0x157971131002515111339951031413012914001169', '0x8206595868', '移为通信', '739030WXYQWLBF3', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:43', '增值税发票', '17.1%', 871, 101962, 102833, 4, 4, '8kg', 1604630743927294200, '0x11189131441030841012911']
['0x735141591273242141415100131010024414126973151', '0x4792929143', '上海亚虹', '730749V2MF4FUD7', '上海钢联', '7399005G79UCVY8', '2020-11-06 10:45:43', '增值税发票', '19.2%', 125, 57310, 57435, 4, 3, '2kg', 1604630743927294200, '0x36815381271014135194']
['0x41370311111534875901059889140491115119157', '0x7859362899', '申联生物', '730146LCBBRPNT6', '康达新材', '7391739NQT6ROD9', '2020-11-06 10:45:43', '专业发票', '19.03%', 962, 86388, 87350, 1, 2, '5kg', 1604630743927294200, '0x7726041513712133531311']
['0x37741515515105881091910612132814123241271014', '0x5023865590', '光大嘉宝', '730415FUU5METM0', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:43', '专业发票', '12.99%', 363, 105544, 105907, 1, 3, '4kg', 1604630743927294200, '0x89121066713106151132013']
['0x321510963143121161451570754101204613100110', '0x1858604705', '上港集团', '730093PMES3ICQ8', '永冠新材', '732606QA6Y4MCP0', '2020-11-06 10:45:43', '增值税发票', '17.66%', 732, 11849, 12581, 4, 4, '2kg', 1604630743927294200, '0x1598718141599610148115']
['0x141129148255591491511691210040159813692072', '0x0176211284', '中银证券', '739207FMHXVL3C4', '中船科技', '7379237HDX52G01', '2020-11-06 10:45:43', '专业发票', '12.28%', 886, 22273, 23159, 3, 3, '5kg', 1604630743927294200, '0x751214678072473141215']
['0x5113135141511411158110116761215453012526650', '0x8531936649', '光大嘉宝', '730415FUU5METM0', '安硕信息', '739758Q85U0J5T6', '2020-11-06 10:45:43', '增值税发票', '10.5%', 825, 60508, 61333, 1, 1, '8kg', 1604630743927294200, '0x1141316110912121501313']
['0x715411131291113141214145512211111215926101513721215', '0x4461129338', '浦东金桥', '733574U9OE1OFX4', '昊海生科', '736326ROHSMAYW6', '2020-11-06 10:45:43', '普通发票', '12.43%', 1039, 62246, 63285, 4, 2, '4kg', 1604630743927294200, '0x131015130131237137788144']
['0x1212121398015151521195105351101141512151497615155', '0x9825778439', '新通联', '739024LJUDT83G9', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:43', '专业发票', '19.95%', 165, 45332, 45497, 3, 4, '7kg', 1604630743927294200, '0x81271940510147132705']
['0x21577226105531231048445245148451511011140', '0x4355914736', '协鑫集成', '73665460YTH5UA1', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:43', '增值税发票', '19.98%', 338, 78623, 78961, 4, 3, '11kg', 1604630743928300000, '0x33211332551490111104']
['0x266129146291013711210127321471181571415117612', '0x2338876809', '张江高科', '735909FYLDU4NM4', '海得控制', '736059BSIW8FX25', '2020-11-06 10:45:43', '普通发票', '17.7%', 547, 103420, 103967, 4, 4, '1kg', 1604630743928300000, '0x2110101268361515108113']
['0x618086141111101291573136615121591135465112108', '0x6269544821', '中视传媒', '7332881UDWYQ6G5', '汉钟精机', '731305KG24YXJG9', '2020-11-06 10:45:43', '专业发票', '16.68%', 378, 48075, 48453, 1, 3, '8kg', 1604630743928300000, '0x151014711411820212111511']
['0x7111111021210961114109471114206106015459', '0x2475034787', '岱美股份', '7377832LFXY42B8', '上海电影', '731929JNI82P4C5', '2020-11-06 10:45:43', '普通发票', '14.45%', 983, 62043, 63026, 1, 1, '1kg', 1604630743928300000, '0x60111371652115355414']
['0x31318913671075016804913052111251401283314', '0x8674510909', '创力集团', '735457QC618NR54', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:43', '普通发票', '14.94%', 945, 87400, 88345, 2, 4, '6kg', 1604630743928300000, '0x93131902937460131511']
['0x54101243156470123283653148328863610211', '0x1550738824', '科华生物', '734551HGHYFPFA1', '上海雅仕', '730489Y87PHI0G5', '2020-11-06 10:45:43', '增值税发票', '11.81%', 528, 75473, 76001, 3, 3, '6kg', 1604630743928300000, '0x91036531226911802101']
['0x1371313137134114131212470111531213413131102213156', '0x7026083165', '妙可蓝多', '731558VRTFVT7F6', '安信信托', '730117JGDPQ0IC8', '2020-11-06 10:45:43', '增值税发票', '13.57%', 853, 54210, 55063, 1, 1, '4kg', 1604630743928300000, '0x21526130257821327810']
['0x041114112138310014441681210713151011128841497', '0x3202013807', '泰胜风能', '7329333SBDVNC8X', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:43', '增值税发票', '10.04%', 998, 14224, 15222, 3, 3, '11kg', 1604630743928300000, '0x1111174710291212012113']
['0x10113910151594669512121211141341121515105014111', '0x2885678861', '绿地控股', '733334NWC4DL569', '上海洗霸', '730623QPOXS2QF0', '2020-11-06 10:45:43', '专业发票', '16.63%', 104, 14338, 14442, 1, 4, '8kg', 1604630743928300000, '0x142902137901114811111']
['0x10212141413325130949126133131314012100850111', '0x1894258318', '金安国纪', '738111YSESAJP22', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '17.91%', 775, 67103, 67878, 4, 3, '6kg', 1604630743928300000, '0x11014141312042361531312']
['0x59561436131291510013851114014815511711327158', '0x9267525747', '上实发展', '735615U0QXPTMP6', '新通联', '739024LJUDT83G9', '2020-11-06 10:45:43', '普通发票', '14.34%', 1063, 90259, 91322, 4, 4, '2kg', 1604630743928300000, '0x19146597369152013108']
['0x11141510762111740134933114411012210241123715', '0x0314979907', '中国船舶', '7399465MHRXA5K5', '金安国纪', '738111YSESAJP22', '2020-11-06 10:45:43', '专业发票', '14.69%', 192, 35773, 35965, 3, 4, '2kg', 1604630743928300000, '0x6092101314179712510105']
['0x1160110781134466142311394512142614037829', '0x1863412858', '上海石化', '73810463XNW9XX5', '金安国纪', '738111YSESAJP22', '2020-11-06 10:45:43', '普通发票', '19.56%', 727, 22768, 23495, 4, 1, '1kg', 1604630743928300000, '0x69296982721211737']
['0x71150151081519927411521314352141329100341013', '0x7743911860', '心脉医疗', '737353FBNQSLS11', '上海凯宝', '739536F7QW2K8R9', '2020-11-06 10:45:43', '增值税发票', '19.98%', 108, 99178, 99286, 2, 2, '6kg', 1604630743928300000, '0x1911151516118111081314']
['0x351210137108121011681451107769111068613711141', '0x6000361016', '上海贝岭', '73815746CLN9IC5', 'ST创兴', '7355809WB7KEIF3', '2020-11-06 10:45:43', '增值税发票', '12.63%', 1088, 25232, 26320, 4, 1, '4kg', 1604630743928300000, '0x1130076810711812271515']
['0x81331315255370394710412736100459412171', '0x8155462060', '海立股份', '734075SM23UXDT4', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '增值税发票', '15.8%', 990, 96381, 97371, 3, 4, '5kg', 1604630743929300200, '0x14968404465111151414']
